id,name,city,address,booking_url
53e9c6fd-8aa8-4c08-9679-f818ba84044d,"Netball North Harbour","Auckland","Auckland, New Zealand","https://prodcdn.sporty.co.nz/cms/16565/favicon.png"
39392f88-af77-4d1a-af5b-bd1747987e79,"Game Over","Christchurch","Christchurch, New Zealand","https://book.gameoverchristchurch.co.nz"
18c0e28b-16e6-4d51-865a-48393767376f,"Olympia Gymnastic Sports","Christchurch","Christchurch, New Zealand","https://gnz.friendlymanager.com/login?forgot=1&club=olympiagymnastics"
7e462846-408d-446e-a2d1-7fce69e1cf31,"Laser Strike","Auckland","Auckland, New Zealand","https://laserstrikenz.co.nz/order.php"
6724e58e-ca49-40a1-abf2-490142d87790,"West Harbour Tennis & Pickleball Club","Auckland","Auckland, New Zealand","https://clubspark.kiwi/library/westharbourtennisandpickleballclub?command=Proxy&amp%3Btype=Favicons&amp%3BcurrentFolder=%2F&amp%3BfileName=whtcpbfavicom.png&amp%3Bthumbnail=whtcpbfavicom__32x32.png&amp%3Bcache=31536000"
9d7a5afe-5dfc-4bbf-9497-6da5a55e4307,"AceSports Pro Shop","Auckland","41R Meadowland Drive, Somerville, Auckland, 2014","https://acesports.net.nz/pages/our-coaching-venues"
6cfd9211-581d-4221-9819-3503ce96525c,"Action Central","Auckland","911 Dominion Road, Mount Roskill, Auckland, 1041","https://actionindoorsports.com/central/court-hire"
a9290ab3-80c7-4778-ad35-16167d96848c,"Mission Bay Tennis Club","Auckland","11a Marau Crescent, Auckland, 1071","https://clubspark.kiwi/missionbaytc/membership/join"
15e53ff2-a9fb-4571-8934-c11ced24b23a,"Maraetai Tennis Club","Auckland","Auckland, New Zealand","https://www.sporty.co.nz"
97687041-993b-48c7-b2ae-a71be2af1a1f,"Three Kings Tennis Pavilion","Auckland","Auckland, New Zealand","mailto://venuehire@aucklandcouncil.govt.nz?Subject=Enquiry+on+Three+Kings+Tennis+Pavilion"
cbbad3e6-6985-4c9e-a84e-2288d7757550,"Gladstone Tennis Club","Auckland","Auckland, New Zealand","https://www.gladstonetennis.co.nz/book-online"
643295e6-1521-4410-b9c0-9a50d31bcf78,"Parnell Lawn Tennis Club","Auckland","Auckland, New Zealand","https://prodcdn.sporty.co.nz/cms/16033/favicon.png"
0f169dfb-143c-4198-9e13-67d8538813b0,"Miramar Tennis Club","Wellington","Wellington, New Zealand","https://www.sportsground.co.nz/content/google-fonts.css"
9c377113-851e-4558-82ca-e9bba9e0e0a1,"Avonhead Park Tennis Court","Christchurch","Christchurch, New Zealand","https://clubspark.kiwi/tkhptennis"
af787044-0b03-44b4-94f3-d2283620b76c,"Redwood Tennis Club","Christchurch","345 Main North Road, Redwood, Christchurch, 8051","https://www.redwoodtennis.co.nz/register-online"
9211b016-b936-4a02-985b-c42beb657a4a,"Wilding Park Tennis Centre","Christchurch","Christchurch, New Zealand","https://www.pay2play.co.nz/bookings/session_select/82"
446d2672-b3de-490f-b62e-d214a55eb22f,"St Peters Tennis Club","Hamilton","Palmerston Street","https://www.facebook.com/stpeterstennisclub"
5f810ecc-35a4-4941-9465-5cfdc1e456d0,"Muay Thai Institute","Wellington","6 College Street, Wellington, 6011","https://maps.app.goo.gl/v7v6gogncti779eo9"
95a3c9c0-35d8-4637-bd5b-c6f5af49bbb6,"Waitemata Rugby Football Club","Auckland","Auckland, New Zealand","https://prodcdn.sporty.co.nz/cms/14713/favicon.png"
7014bc8d-345e-4e98-b3d3-6080e46a8145,"Herne Bay Ponsonby Rackets Club","Auckland","Auckland, New Zealand","https://hernebayrackets.helloclub.com/public/calendar/month/all/2024-08-28"
8bab6aad-3e6a-4f89-99f9-b325449ac245,"The Thorndon Club","Wellington","4 Katherine Avenue, Thorndon, Wellington, 6011","https://thorndon.helloclub.com?_gl=1*1kwnnf3*_gcl_au*NzgzNzA0NDY4LjE3MjExMjI2NjA"
bdb1268f-3035-4205-82b7-461ae0ccd53d,"Skate Nelson","Nelson","Nelson, New Zealand","http://www.skatenelson.nz/parties-private-hires-nelson.html"
aa805bb0-7736-4310-8724-bfb2ef9bdd12,"Cameron Pools","Auckland","53 Arundel Street, Mount Roskill, Auckland, 1041","https://www.clmnz.co.nz/cameron-pool-and-leisure-centre/facility-rules"
3a13bb3d-d2be-44b5-955a-6ac325b89fd8,"Game Over Auckland","Auckland","Auckland, New Zealand","https://book.gameoverauckland.co.nz"
9639b14c-06b2-4518-9039-4b640b214c62,"Mount Pleasant Squash Club","Christchurch","Christchurch, New Zealand","https://www.mtpleasantsquash.co.nz/casual"
5eed540f-e262-4e7a-80c8-17a8d36b1ac9,"Millennium Institute of Sport","Auckland","17 Antares Place, Auckland","https://facebook.com/autmillennium"
f2970ed6-e1c0-4e2f-bbcb-9bb01ae878b8,"Ace Learn to Swim","Hamilton","Hamilton, New Zealand","https://form.jotform.com/ace_learn/ace-enrolment-form"
c5cb6264-1ad0-472c-b868-262e1d2ebf82,"Clip 'N Climb North Shore","Auckland","Auckland, New Zealand","https://clipnclimbnorthshore.co.nz/group-bookings"
9f269ffe-53f1-4829-aa84-782f06a1c9e4,"Vertical Adventures","Auckland","Auckland, New Zealand","https://verticaladventures.co.nz/booking"
32c2442a-3f3a-40b2-8c24-c79fe1cecd3c,"SonSk8","Auckland","Auckland, New Zealand","https://www.sonsk8.co.nz/private-hire"
5a9b63c4-9c0e-4863-b25e-ac2a7e46be7c,"Ritual","Auckland","Auckland, New Zealand","https://www.facebook.com/ritualnz"
